id,name,eve_echoes_market_id,cached_lowest_sell,item_type_id
580,MK7 Small Pulse Laser,11002510008,16850.00,23
581,MK9 Small Pulse Laser,11002510010,30000.00,23
582,'Longbow' Small Pulse Laser,11002510012,45000.00,23
583,Imperial Navy Small Pulse Laser,11002510013,246800.00,23
584,True Sansha Small Pulse Laser,11002510017,,23
524,Dark Blood Small Pulse Laser,11002510018,,23
526,'Rebel' Small Pulse Laser,11002510021,3100000.00,23
532,Centii C-Type Small Pulse Laser,11002510024,7990000.00,23
550,Corpii C-Type Small Pulse Laser,11002510025,9800000.00,23
551,Civilian Medium Pulse Laser,11002600001,6000.00,24
555,MK5 Medium Pulse Laser,11002600006,18000.00,24
556,MK7 Medium Pulse Laser,11002600008,61500.00,24
558,MK9 Medium Pulse Laser,11002600010,99999.00,24
559,'Joust' Medium Pulse Laser,11002600012,170000.00,24
560,Imperial Navy Medium Pulse Laser,11002600013,300000.00,24
562,True Sansha Medium Pulse Laser,11002600017,,24
563,Dark Blood Medium Pulse Laser,11002600018,,24
564,'Ritual' Medium Pulse Laser ,11002600021,1100000.00,24
566,Corpum C-Type Medium Pulse Laser,11002600025,1600000.00,24
589,Civilian Small Autocannon,11004120001,500.00,35
590,MK3 Small Autocannon,11004120004,2000.00,35
591,MK5 Small Autocannon,11004120006,5000.00,35
592,MK7 Small Autocannon,11004120008,12900.00,35
593,MK9 Small Autocannon,11004120010,29000.00,35
594,'Jolt' Small Autocannon,11004120012,149000.00,35
518,'Magnet' Warp Disruption Field Generator,11116000021,,230
587,MK7 Warp Scrambler,11347000008,239495.00,224
520,MK3 Guidance Disruptor,11349000004,6900.00,228
588,MK5 Guidance Disruptor,11349000006,18000.00,228
567,Pithum C-Type Reactive Shield Hardener,11536000024,1900000.00,94
521,Gistum C-Type Reactive Shield Hardener,11536000025,1900000.00,94
505,MK7 Large Armor Link Module,11538200008,3697989.00,75
506,MK9 Large Armor Link Module,11538200010,6499000.00,75
507,'Hustler' Large Armor Link Module,11538200012,5300000.00,75
508,'Bloodline' Large Armor Link Module ,11538200021,11000000.00,75
509,Corpus C-Type Large Armor Link Module,11538200024,,75
533,Laser Collision Accelerator III,11702000006,36000000.00,129
534,Laser Collision Accelerator IV,11702000008,,129
297,Datacore - Amarrian Starship Engineering,27021000000,160000.00,170
537,Stabber Blueprint,60300000208,5368000.00,173
538,Imicus Holy Throne SKIN(permanent),80002600190,,202
512,Algos Air SKIN(permanent),80502100380,,206
626,Algos Trainer Alien Hunter SKIN(permanent),80002200460,55000.00,206
624,Hydraulic Bay Thrusters I,11706040002,30000.00,132
643,Tornado Blueprint,60400000204,11000000.00,174
628,Algos Trainer Holy Throne SKIN(permanent),80002600460,400000.00,206
669,Catalyst Navy Issue,10200000407,8000000.00,9
598,Venture Blueprint,60600001406,14410.00,176
670,Federation Navy Large Rifled Railgun,11000220014,500000.00,31
630,MK7 Large Pulse Laser,11002710008,240000.00,25
631,MK9 Large Pulse Laser,11002710010,444000.00,25
632,'Halberd' Large Pulse Laser,11002710012,700000.00,25
633,Imperial Navy Large Pulse Laser,11002710013,699999.00,25
634,'Ruin' Large Pulse Laser ,11002710021,5900000.00,25
635,Centus C-Type Large Pulse Laser,11002710024,18555555.00,25
639,Corpus C-Type Large Pulse Laser,11002710025,17888888.00,25
595,Republic Fleet Small Autocannon,11004120013,1800000.00,35
596,Domination Small Autocannon,11004120017,,35
609,'Criminal' Small Autocannon ,11004120021,3300000.00,35
610,Gistii C-Type Small Autocannon,11004120024,8000000.00,35
611,Civilian Medium Autocannon,11004220001,6000.00,36
612,MK5 Medium Autocannon,11004220006,15000.00,36
613,MK7 Medium Autocannon,11004220008,57000.00,36
671,'Jolt' Medium Autocannon,11004220012,159000.00,36
672,Republic Fleet Medium Autocannon,11004220013,190000.00,36
673,Domination Medium Autocannon,11004220017,,36
674,'Free' Medium Autocannon ,11004220021,2495000.00,36
675,Gistum C-Type Medium Autocannon,11004220024,2600000.00,36
685,Gistii C-Type Small Strike Cannon,11004510024,3450000.00,38
676,MK7 Large Autocannon,11004320008,170000.00,37
677,MK9 Large Autocannon,11004320010,435000.00,37
678,'Jolt' Large Autocannon,11004320012,650000.00,37
679,Republic Fleet Large Autocannon,11004320013,2850000.00,37
647,MK3 Small Strike Cannon,11004510004,6000.00,38
650,MK5 Small Strike Cannon,11004510006,20000.00,38
658,MK7 Small Strike Cannon,11004510008,30500.00,38
680,MK9 Small Strike Cannon,11004510010,180000.00,38
681,'Jolt' Small Strike Cannon,11004510012,100000.00,38
1048,Bantam II,10100000104,,8
682,Republic Fleet Small Strike Cannon,11004510013,499998.00,38
683,Domination Small Strike Cannon,11004510017,,38
151,MK5 Adaptive Invulnerability Field,11313400006,49000.00,95
646,MK7 Heat Sink,11506000008,150000.00,116
618,Algid Railgun Administrations Unit II,11700040004,140000.00,128
622,Laser Collision Accelerator I,11702000002,590000.00,129
623,Algid Energy Administrations Unit IV,11702040008,,129
625,Hydraulic Bay Thrusters II,11706040004,500000.00,132
648,Hydraulic Bay Thrusters III,11706040006,7000000.00,132
2203,Datacore - High Energy Physics,27021000008,5000.00,170
2463,Divine Redemption,28008000004,9790000.00,222
636,Stabber Fleet Issue Blueprint,60300000209,5900000.00,173
637,Rupture Blueprint,60300000210,5000000.00,173
638,Stabber Sniper Blueprint,60300000213,,173
640,Drake Blueprint,60400000108,14750000.00,174
641,Cyclone Guardian Blueprint,60400000201,18500000.00,174
642,Cyclone II Guardian Blueprint,60400000202,,174
597,Humpback Combat Blueprint,60600001307,,176
599,MK5 Cloaking Device Blueprint,61108000006,333333.00,179
601,MK9 Covert Ops Cloaking Device Blueprint,61123000010,3888888.00,179
602,MK5 Small Shield Field Module Blueprint,61537000006,30000.00,178
603,MK7 Small Shield Field Module Blueprint,61537000008,90.00,178
605,MK5 Medium Shield Field Module Blueprint,61537100006,75000.00,178
652,MK7 Small Armor Link Module Blueprint,61538000008,49000.00,178
653,MK5 Medium Armor Link Module Blueprint,61538100006,1.00,178
654,MK7 Medium Armor Link Module Blueprint,61538100008,1000.00,178
655,MK7 Small Group Shield Booster Blueprint,61539000008,27000.00,177
656,MK5 Small Group Armor Repairer Blueprint,61540000006,50.00,177
659,MK9 Small Group Capacitor Transmitter Blueprint,61541000010,3000.00,177
660,Railgun Ambit Extension II Blueprint,61700010004,99999.00,183
661,Railgun Burst Aerator II Blueprint,61700030004,21900000.00,183
649,Algid Railgun Administrations Unit II Blueprint,61700040004,,183
657,Algid Railgun Administrations Unit III Blueprint,61700040006,1000000.00,183
662,Laser Collision Accelerator I Blueprint,61702000002,500000.00,184
606,Warhead Rigor Catalyst I Blueprint,61706020002,,186
663,Rocket Fuel Cache Partition III Blueprint,61706030006,2100000.00,186
664,Hydraulic Bay Thrusters I Blueprint,61706040002,3998.00,186
665,Hydraulic Bay Thrusters II Blueprint,61706040004,390000.00,186
666,Hydraulic Bay Thrusters III Blueprint,61706040006,2300000.00,186
667,Bay Loading Accelerator II Blueprint,61706050004,21500000.00,186
668,Bay Loading Accelerator III Blueprint,61706050006,108900000.00,186
223,Miner Range Controller I Blueprint,61717020002,3995.00,194
354,Miner Algid Optimizer III Blueprint,61717030006,99999.00,194
608,Drone Speed Augmentor I Blueprint,61719020002,150000.00,187
615,Drone Speed Augmentor II Blueprint,61719020004,749000.00,187
616,Drone Speed Augmentor III Blueprint,61719020006,57999000.00,187
620,Drone Control Range Augmentor II Blueprint,61719030004,2500000.00,187
621,Algos Alien Hunter SKIN(permanent),80002200380,,206
627,Algos Holy Throne SKIN(permanent),80002600380,,206
629,Thrasher Soot SKIN(permanent),80501000250,10000000.00,207
772,Hyperspatial Velocity Optimizer II Blueprint,61710060004,679000.00,191
743,Capacitor Control Circuit I Blueprint,61711010002,20000000.00,192
703,'Elder' Large Autocannon ,11004320021,16000000.00,37
705,Gist C-Type Large Autocannon,11004320024,22999000.00,37
708,MK1 Small Strike Cannon,11004510002,1500.00,38
686,MK5 Medium Strike Cannon,11004610006,45000.00,39
687,MK7 Medium Strike Cannon,11004610008,171999.00,39
704,MK9 Medium Strike Cannon,11004610010,220000.00,39
706,'Jolt' Medium Strike Cannon,11004610012,339000.00,39
744,Republic Fleet Medium Strike Cannon,11004610013,99980.00,39
745,Domination Medium Strike Cannon,11004610017,,39
746,Gistum C-Type Medium Strike Cannon,11004610024,1000000.00,39
747,MK7 Large Strike Cannon,11004710008,500000.00,40
748,MK9 Large Strike Cannon,11004710010,897000.00,40
775,'Jolt' Large Strike Cannon,11004710012,1450000.00,40
715,Republic Fleet Large Strike Cannon,11004710013,3500000.00,40
749,Domination Large Strike Cannon,11004710017,,40
750,'Elder' Large Strike Cannon ,11004710021,17000000.00,40
751,Yan-Jung Small Jetstream Decomposer,11005000013,,240
752,'The Departed' Small Jetstream Decomposer,11005000017,,240
717,'The Sacrificed' Small Jetstream Decomposer,11005000021,,240
718,'Wei' C Small Jetstream Decomposer,11005000024,,240
753,'The Returned' Medium Jetstream Decomposer,11005050012,350000.00,233
724,Yan-Jung Medium Jetstream Decomposer,11005050013,,233
727,'The Departed' Medium Jetstream Decomposer,11005050017,,233
754,'The Sacrificed' Medium Jetstream Decomposer,11005050021,,233
755,'Cheng' C Medium Jetstream Decomposer,11005050024,,233
709,MK3 Miner,11006100004,47699.00,51
728,Single Diode Miner,11006100012,2000000.00,51
756,Single Diode Strip Miner,11008100012,,52
757,ORE Strip Miner,11008100017,,52
758,'Ion' Strip Miner ,11008100021,,52
714,Civilian Small Missile Launcher,11012000001,50.00,43
759,MK1 Small Missile Launcher,11012000002,1100.00,43
720,MK7 Small Missile Launcher,11012000008,14900.00,43
760,MK9 Small Missile Launcher,11012000010,15000.00,43
722,Republic Fleet Small Missile Launcher,11012000014,3375000.00,43
723,True Sansha Small Missile Launcher,11012000017,,43
729,Dread Guristas Small Missile Launcher,11012000018,,43
761,Domination Small Missile Launcher,11012000019,,43
713,MK3 Small Torpedo Launcher,11019000004,1500.00,44
762,MK5 Small Torpedo Launcher,11019000006,14398.00,44
763,MK7 Small Torpedo Launcher,11019000008,25000.00,44
764,MK9 Small Torpedo Launcher,11019000010,45000.00,44
719,'Balefire' Small Torpedo Launcher,11019000012,73000.00,44
725,Caldari Navy Small Torpedo Launcher,11019000013,135000.00,44
765,Republic Fleet Small Torpedo Launcher,11019000014,499000.00,44
767,Hurricane Large Torpedo Launcher ,11020000021,2900000.00,50
721,True Sansha Small Torpedo Launcher,11019000017,,44
768,MK3 Small Energy Nosferatu,11031000004,49000.00,64
726,MK9 Small Energy Nosferatu,11031000010,140000.00,64
769,'Upir' Small Energy Nosferatu,11031000012,560000.00,64
409,Republic Fleet Target Painter,11330000013,2800000.00,227
711,MK9 Guidance Disruptor,11349000010,70000.00,228
2475,Business Magnate,28008000018,26000000.00,222
688,Laser Collision Accelerator II Blueprint,61702000004,1500000.00,184
689,Laser Burst Aerator II Blueprint,61702030004,3000000.00,184
690,Cannon Collision Accelerator III Blueprint,61704000006,110000000.00,185
691,Cannon Metastasis Adjuster III Blueprint,61704030006,500000.00,185
692,Decomposer Collision Accelerator I Blueprint,61705000002,,183
693,Warhead Calefaction Catalyst I Blueprint,61706010002,998000.00,186
694,Warhead Calefaction Catalyst II Blueprint,61706010004,12199999.00,186
695,Warhead Calefaction Catalyst III Blueprint,61706010006,52000000.00,186
696,Core Defense Operational Solidifier I Blueprint,61707000002,2500.00,188
697,Core Defense Operational Solidifier III Blueprint,61707000006,490000.00,188
698,Core Defense Charge Economizer I Blueprint,61707010002,2800.00,188
699,Auxiliary Nano Pump III Blueprint,61708010006,31999999.00,189
730,Anti-Kinetic Pump II Blueprint,61708060004,285000.00,189
731,Anti-Thermal Pump I Blueprint,61708070002,2995.00,189
732,Anti-Thermal Pump II Blueprint,61708070004,195000.00,189
712,Dynamic Fuel Valve I Blueprint,61710000002,90000.00,191
733,Dynamic Fuel Valve II Blueprint,61710000004,1300000.00,191
734,Dynamic Fuel Valve III Blueprint,61710000006,11300000.00,191
735,Auxiliary Thrusters I Blueprint,61710010002,7000000.00,191
736,Auxiliary Thrusters III Blueprint,61710010006,98999999.00,191
737,Cargohold Optimization I Blueprint,61710030002,6000000.00,191
738,Cargohold Optimization III Blueprint,61710030006,59000000.00,191
739,Higgs Anchor II Blueprint,61710040004,99000.00,191
770,Higgs Anchor III Blueprint,61710040006,4499000.00,191
740,Warp Core Optimizer II Blueprint,61710050004,27499000.00,191
741,Warp Core Optimizer III Blueprint,61710050006,137000000.00,191
742,Hyperspatial Velocity Optimizer III Blueprint,61710060006,18500000.00,191
773,Semiconductor Memory Cell I Blueprint,61711000002,12500000.00,192
435,Anti-Thermal Transverse Bulkhead III Blueprint,61718040006,899999.00,190
702,Cyclone Soot SKIN(permanent),80501001420,,216
825,'Vrykolakas' Small Energy Nosferatu ,11031000021,,64
814,'Upir' Medium Energy Nosferatu ,11031100012,1999999.00,65
828,True Sansha Medium Energy Nosferatu,11031100018,,65
784,'Free' Medium Strike Cannon ,11004610021,800000.00,39
785,Gist C-Type Large Strike Cannon,11004710024,39000000.00,40
776,MK3 Small Missile Launcher,11012000004,2553.00,43
777,MK5 Small Missile Launcher,11012000006,7500.00,43
778,'Gallows' Small Missile Launcher,11012000012,99000.00,43
779,Caldari Navy Small Missile Launcher,11012000013,3390504.00,43
809,'Discipline' Small Missile Launcher ,11012000021,10000000.00,43
812,Pithi C-Type Small Missile Launcher,11012000024,16990000.00,43
780,Imperial Navy Small Energy Nosferatu,11031000013,1400000.00,64
781,True Sansha Small Energy Nosferatu,11031000018,,64
826,MK5 Medium Energy Nosferatu,11031100006,148999.00,65
789,MK7 Medium Energy Nosferatu,11031100008,338000.00,65
827,MK9 Medium Energy Nosferatu,11031100010,550000.00,65
817,Imperial Navy Medium Energy Nosferatu,11031100013,3499999.00,65
822,MK5 Small Energy Neutralizer,11032000006,980000.00,67
820,Dark Blood Medium Energy Nosferatu,11031100017,,65
823,True Sansha Small Energy Neutralizer,11032000018,,67
829,'Moat' Small Energy Neutralizer ,11032000021,150000.00,67
824,MK5 Medium Energy Neutralizer,11032100006,168000.00,68
831,MK7 Medium Energy Neutralizer,11032100008,359998.00,68
832,MK9 Medium Energy Neutralizer,11032100010,675000.00,68
833,'Caltrop' Medium Energy Neutralizer ,11032100012,930000.00,68
834,Imperial Navy Medium Energy Neutralizer,11032100013,220000.00,68
835,'Moat' Medium Energy Neutralizer ,11032100021,4700007.00,68
836,MK9 Large Energy Neutralizer,11032200010,24800000.00,69
837,'Caltrop' Large Energy Neutralizer ,11032200012,11900000.00,69
839,Imperial Navy Large Energy Neutralizer,11032200013,21900000.00,69
840,'Moat' Large Energy Neutralizer,11032200021,68000000.00,69
841,MK3 Small Remote Capacitor Transmitter,11100000004,3000.00,76
842,'Knight' Small Remote Capacitor Transmitter ,11100000021,449999.00,76
845,MK5 Medium Remote Capacitor Transmitter,11100100006,60000.00,77
847,Imperial Navy Large Remote Capacitor Transmitter,11100200013,5999999.00,78
830,'Chivalry' Large Remote Capacitor Transmitter,11100200021,1699999.00,78
848,MK5 Small Remote Shield Booster,11101000006,23999.00,53
849,MK7 Small Remote Shield Booster,11101000008,39999.00,53
850,MK9 Small Remote Shield Booster,11101000010,60000.00,53
838,'Micro' Small Remote Shield Booster,11101000012,88000.00,53
851,Caldari Navy Small Remote Shield Booster,11101000013,38000.00,53
843,'Healer' Small Remote Shield Booster ,11101000021,180000.00,53
852,Pithi C-Type Small Remote Shield Booster,11101000024,9999999.00,53
853,Gistii C-Type Small Remote Shield Booster,11101000025,10800000.00,53
844,Caldari Navy Medium Remote Shield Booster,11101100013,100000.00,54
856,'Healer' Medium Remote Shield Booster ,11101100021,179000.00,54
857,Pithum C-Type Medium Remote Shield Booster,11101100024,698999.00,54
858,MK9 Large Remote Shield Booster,11101200010,1199988.00,55
859,Caldari Navy Large Remote Shield Booster,11101200013,8499997.00,55
860,MK3 Small Remote Armor Repairer,11102000004,3000.00,56
862,'Beatnik' Medium Remote Armor Repairer ,11102100012,389999.00,57
863,Imperial Navy Medium Remote Armor Repairer,11102100013,50000.00,57
864,'Tranquil' Medium Remote Armor Repairer ,11102100021,260000.00,57
854,Corpum C-Type Medium Remote Armor Repairer,11102100024,,57
855,Corelum C-Type Medium Remote Armor Repairer,11102100025,865000.00,57
788,MK9 Large Remote Armor Repairer,11102200010,1100000.00,58
791,'Beatnik' Large Remote Armor Repairer ,11102200012,2690000.00,58
793,Imperial Navy Large Remote Armor Repairer,11102200013,,58
795,'Peace' Large Remote Armor Repairer,11102200021,1500000.00,58
796,Corpus C-Type Large Remote Armor Repairer,11102200024,5730000.00,58
798,Core C-Type Large Remote Armor Repairer,11102200025,5999999.00,58
799,MK5 Cloaking Device,11108000006,1450000.00,126
800,'Guise' Cloaking Device,11108000012,,126
801,MK1 Small Shield Extender,11300100002,10000.00,91
802,MK9 Small Shield Extender,11300100010,600000.00,91
790,MK9 Medium Shield Extender,11300200010,794000.00,92
810,MK1 Small Shield Booster,11302000002,850.00,88
792,Dread Guristas Medium Shield Extender,11300200017,,92
794,Patriot Medium Shield Extension Device,11300200021,28999999.00,92
797,MK9 Large Shield Extender,11300300010,2200000.00,93
803,Caldari Navy Large Shield Extender,11300300013,35780000.00,93
804,'Protector' Large Shield Extender ,11300300021,139999999.00,93
808,Civilian Small Shield Booster,11302000001,1.00,88
811,MK3 Small Shield Booster,11302000004,2300.00,88
813,MK7 Small Shield Booster,11302000008,20000.00,88
816,Centii C-Type Small Shield Booster,11302000024,3000000.00,88
818,Pithi C-Type Small Shield Booster,11302000025,2500000.00,88
519,MK5 Warp Scrambler,11347000006,200000.00,224
644,MK9 Warp Scrambler,11347000010,424000.00,224
805,MK3 Inertial Stabilizer,11520000004,10000.00,114
806,Miner Algid Optimizer I,11717030002,24990.00,140
819,Miner Algid Optimizer III,11717030006,380000.00,140
807,Transverse Bulkhead I,11718000002,14999.00,136
429,Fried Interface Circuit,41400000001,100.00,164
2133,Heavy Water,42002000012,12.00,163
888,Anti-Explosive Transverse Bulkhead II,11718010004,4100.00,136
892,MK3 Hornet Blueprint,64000010004,600.00,180
933,MK9 Valkyrie Blueprint,64000130010,8900000.00,181
865,Civilian Medium Missile Launcher,11013000001,6000.00,46
904,'Challenger' Medium Missile Launcher,11013000012,335000.00,46
919,'Gallows' Large Missile Launcher,11014000012,700000.00,49
879,MK7 Medium Rapid Missile Launcher,11015000008,89000.00,45
905,True Sansha Medium Rapid Missile Launcher,11015000017,,45
946,'Gallows' Large Rapid Missile Launcher,11016000012,920000.00,48
947,Caldari Navy Large Rapid Missile Launcher,11016000013,16999999.00,48
948,Republic Fleet Large Rapid Missile Launcher,11016000014,19999997.00,48
949,True Sansha Large Rapid Missile Launcher,11016000017,,48
950,Dread Guristas Large Rapid Missile Launcher,11016000018,,48
951,Domination Large Rapid Missile Launcher,11016000019,,48
952,Hurricane Large Rapid Missile Launcher ,11016000021,65000000.00,48
953,Pith C-Type Large Rapid Missile Launcher,11016000024,163333333.00,48
954,MK5 Medium Torpedo Launcher,11017000006,40000.00,47
955,MK7 Medium Torpedo Launcher,11017000008,100000.00,47
956,MK9 Medium Torpedo Launcher,11017000010,219000.00,47
957,'Challenger' Medium Torpedo Launcher,11017000012,370000.00,47
920,Gistii C-Type Small Shield Booster,11302000026,2600000.00,88
881,Civilian Medium Shield Booster,11302100001,1199.00,89
906,MK5 Medium Shield Booster,11302100006,30000.00,89
921,MK7 Medium Shield Booster,11302100008,46000.00,89
897,MK9 Medium Shield Booster,11302100010,105000.00,89
907,'Lone Ranger' Medium Shield Booster,11302100012,194999.00,89
899,'Disaster' Medium Shield Booster,11302100021,4800000.00,89
911,Dread Guristas Large Shield Booster,11302200018,,90
927,Domination Large Shield Booster,11302200019,,90
869,'Seeker' Large Shield Booster ,11302200021,22000000.00,90
922,Domination Medium Shield Booster,11302100019,,89
908,Centum C-Type Medium Shield Booster,11302100024,1700000.00,89
923,Pithum C-Type Medium Shield Booster,11302100025,1790000.00,89
909,Gistum C-Type Medium Shield Booster,11302100026,1899000.00,89
910,'Outlaw' Large Shield Booster,11302200012,800000.00,90
926,Caldari Navy Large Shield Booster,11302200013,4750000.00,90
868,True Sansha Large Shield Booster,11302200017,,90
912,Centus C-Type Large Shield Booster,11302200024,82490000.00,90
877,Domination Small Afterburner,11304500018,,108
878,'Ranger' Small Afterburner ,11304500021,14100007.00,108
943,MK5 Medium Afterburner,11304600006,80000.00,109
886,Domination Medium Afterburner,11304600018,,109
944,Republic Navy Warp Scrambler,11347000015,945000.00,224
887,Transverse Bulkhead III,11718000006,4199998.00,136
936,Pith C-Type Large Shield Booster,11302200025,82222222.00,90
870,Gist C-Type Large Shield Booster,11302200026,83000000.00,90
913,MK3 Small Microwarpdrive,11304000004,35611.00,111
937,'Dealer' Small Microwarpdrive,11304000012,4888887.00,111
871,Republic Fleet Small Microwarpdrive,11304000014,12999999.00,111
914,'Scout' Small Microwarpdrive ,11304000021,10000000.00,111
938,Gistii C-Type Small Microwarpdrive,11304000024,27000000.00,111
872,'Dealer' Medium Microwarpdrive,11304100012,1880000.00,112
915,'Scout' Medium Microwarpdrive ,11304100021,7000000.00,112
939,Gist C-Type Large Microwarpdrive,11304200024,84500000.00,113
873,MK1 Small Afterburner,11304500002,8000.00,108
916,MK3 Small Afterburner,11304500004,12000.00,108
940,MK5 Small Afterburner,11304500006,,108
917,MK9 Small Afterburner,11304500010,110000.00,108
941,Smuggler Small Afterburner,11304500012,1549998.00,108
875,Federation Navy Small Afterburner,11304500013,14950000.00,108
876,Republic Fleet Small Afterburner,11304500014,15999999.00,108
942,Shadow Serpentis Small Afterburner,11304500017,,108
924,Centii C-Type Small Afterburner,11304500024,99999996.00,108
880,Coreli C-Type Small Afterburner,11304500025,51974999.00,108
882,Civilian Medium Afterburner,11304600001,18000.00,109
883,MK7 Medium Afterburner,11304600008,170000.00,109
884,MK9 Medium Afterburner,11304600010,330000.00,109
925,Smuggler Medium Afterburner,11304600012,459999.00,109
885,Federation Navy Medium Afterburner,11304600013,1999929.00,109
918,Republic Fleet Medium Afterburner,11304600014,89999999.00,109
928,Shadow Serpentis Medium Afterburner,11304600017,,109
867,'Virus' Guidance Disruptor,11349000021,,228
929,Transverse Bulkhead IV,11718000008,,136
889,Anti-Explosive Transverse Bulkhead III,11718010006,340000.00,136
2174,Serpentis Ship Debris,44090000000,103999999.00,169
891,MK7 Acolyte Blueprint,64000000008,1000.00,180
931,MK9 Acolyte Blueprint,64000000010,40000.00,180
893,MK7 Hobgoblin Blueprint,64000020008,1000.00,180
932,MK5 Infiltrator Blueprint,64000100006,89000.00,181
894,MK5 Valkyrie Blueprint,64000130006,128888.00,181
895,MK7 Valkyrie Blueprint,64000130008,1999999.00,181
896,MK7 Praetor Blueprint,64000200008,200000.00,182
898,MK9 Praetor Blueprint,64000200010,11800000.00,182
934,MK9 Wasp Blueprint,64000210010,2199999.00,182
900,MK7 Ogre Blueprint,64000220008,115000.00,182
901,MK9 Ogre Blueprint,64000220010,4444444.00,182
935,MK7 Berserker Blueprint,64000230008,700000.00,182
902,MK9 Berserker Blueprint,64000230010,39000000.00,182
903,MK7 Curator Blueprint,64000300008,700000.00,182
1022,Dark Blood Warp Disruptor,11308500018,,63
1024,Dread Guristas Warp Disruptor,11308500019,,63
1025,Shadow Serpentis Warp Disruptor,11308500020,,63
991,Algos Assault,10200000408,57500000.00,9
993,Federation Navy Small Snubnosed Railgun,11000520013,222000.00,32
994,MK5 Miner,11006100006,449999.00,51
995,'Challenger' Medium Rapid Missile Launcher,11015000012,500000.00,45
1026,'Predator' Warp Disruptor ,11308500021,19500000.00,63
964,Dread Guristas Medium Rapid Missile Launcher,11015000018,,45
965,Domination Medium Rapid Missile Launcher,11015000019,,45
966,Hurricane Medium Rapid Missile Launcher,11015000021,18000000.00,45
967,Pithum C-Type Medium Rapid Missile Launcher,11015000024,33000000.00,45
968,MK7 Large Rapid Missile Launcher,11016000008,400000.00,48
969,MK9 Large Rapid Missile Launcher,11016000010,600000.00,48
958,Caldari Navy Medium Torpedo Launcher,11017000013,745000.00,47
959,Republic Fleet Medium Torpedo Launcher,11017000014,1974400.00,47
960,Dread Guristas Medium Torpedo Launcher,11017000018,,47
961,Domination Medium Torpedo Launcher,11017000019,,47
962,'Heth' Medium Torpedo Launcher ,11017000021,9200000.00,47
963,Pithum C-Type Medium Torpedo Launcher,11017000024,14460000.00,47
972,'Squire' Small Remote Capacitor Transmitter,11100000012,60000.00,76
973,Imperial Navy Small Remote Capacitor Transmitter,11100000013,39999.00,76
974,MK3 Small Remote Shield Booster,11101000004,2200.00,53
996,MK7 Cloaking Device,11108000008,1490000.00,126
997,MK5 Small Microwarpdrive,11304000006,114861.00,111
1017,'Ranger' Medium Afterburner ,11304600021,7850000.00,109
1018,Centum C-Type Medium Afterburner,11304600024,69500000.00,109
1031,'Demolish' Medium Capacitor Battery ,11309200021,,106
1019,Federation Navy Large Afterburner,11304700013,7900000.00,110
1020,Federation Navy Warp Disruptor,11308500014,25000000.00,63
1021,True Sansha Warp Disruptor,11308500017,,63
1027,MK7 Small Capacitor Battery,11309100008,80000.00,105
1032,Gistum C-Type Medium Capacitor Battery,11309200024,7800000.00,106
1028,Gistii C-Type Small Capacitor Batteries,11309100024,2399999.00,105
1029,MK9 Medium Capacitor Battery,11309200010,430000.00,106
1030,Domination Medium Capacitor Battery,11309200017,,106
1033,MK9 Large Capacitor Battery,11309300010,1750000.00,107
1034,'Acolyth' Large Capacitor Batteries,11309300012,2498000.00,107
1035,Republic Fleet Large Capacitor Battery,11309300013,24000000.00,107
1036,Domination Large Capacitor Battery,11309300017,,107
1037,'Demolish' Large Capacitor Battery ,11309300021,,107
1038,Gist C-Type Large Capacitor Battery,11309300024,54000000.00,107
1039,Civilian Stasis Webifier,11311000001,12000.00,62
1040,Dread Guristas Stasis Webifier,11311000019,,62
1041,MK7 Tracking Computer,11322000008,350000.00,122
710,'Interruptive' Warp Scrambler,11347000012,619987.00,224
786,Caldari Navy Warp Scrambler,11347000013,,224
866,Federation Navy Warp Scrambler,11347000014,942000.00,224
1016,Dread Guristas Warp Scrambler,11347000019,,224
1023,Shadow Serpentis Warp Scrambler,11347000020,,224
999,'Abatis' 100mm Reinforced Steel Plate,11514100012,230000.00,99
1000,Imperial Navy 100mm Reinforced Steel Plate,11514100013,450000.00,99
1001,Federation Navy 100mm Reinforced Steel Plate,11514100014,15000.00,99
1002,'Fort' 100mm Reinforced Steel Plate,11514100021,150000.00,99
1003,MK3 200mm Reinforced Steel Plate,11514200004,49000.00,99
1042,Manticore,10100000113,19900000.00,7
1044,Manticore II,10100000114,75000000.00,7
1004,MK5 200mm Reinforced Steel Plate,11514200006,500000.00,99
1008,Hansen 400mm Reinforced Steel Plate,11514300021,1100000.00,100
978,Domination Ballistic Control System,11516000018,,120
980,Pithum C-Type Ballistic Control System,11516000024,5000000.00,120
1046,Algos Blueprint,60200000405,10000.00,172
1005,MK7 200mm Reinforced Steel Plate,11514200008,280000.00,99
1006,MK9 200mm Reinforced Steel Plate,11514200010,1549988.00,99
1007,Dark Blood 200mm Reinforced Steel Plate,11514200017,,99
1009,'Bailey' 1600mm Reinforced Steel Plate,11514500012,2500000.00,101
1010,Imperial Navy 1600mm Reinforced Steel Plate,11514500013,6000000.00,101
1011,Federation Navy 1600mm Reinforced Steel Plate,11514500014,5899999.00,101
1012,'Core' 1600mm Reinforced Steel Plate ,11514500021,21500000.00,101
1013,MK5 Ballistic Control System,11516000006,68000.00,120
1014,MK9 Ballistic Control System,11516000010,260000.00,120
1015,Caldari Navy Ballistic Control System,11516000013,395000.00,120
976,Republic Fleet Ballistic Control System,11516000014,89000.00,120
